class,specobjid,ra,dec,z,sigma_forbidden,oiii_5007_flux,nii_6584_flux,h_beta_flux,h_alpha_flux,sii_6717_flux,sii_6731_flux,oi_6300_flux,h_alpha_eqw
GALAXY,304054304648488960,152.40433,-0.3270286,0.06670682,74.01942,21.32518,128.2007,77.2675,386.8065,73.62415,55.9524,14.3161,-28.69015
GALAXY,304113403398481920,152.23456,-0.042166668,0.09571173,105.4079,10.86061,10.68776,4.613912,24.85691,7.043419,5.606587,6.686051,-2.44254
GALAXY,304134568997316608,153.38532,-0.036558734,0.0922997,32.75673,-0.02372816,2.491278,0.2377545,3.792378,-2.312858,-2.216285,1.704272,-0.1711874
GALAXY,304156834107779072,153.68038,0.030814187,0.2720245,147.1004,3.90687,-0.09772436,-2.383568,-47.81886,-0.1480027,-2.992165,1.693609,2.499923
GALAXY,304165080444987392,153.90049,0.35873802,0.1405501,129.6671,0.915337,22.08803,6.984918,26.54188,3.897327,5.57825,-1.376249,-3.152398
GALAXY,305142270967965696,154.62653,-1.1272509,0.06270602,79.92551,5.953582,26.54039,13.09882,59.75096,19.42355,9.324414,1.194626,-6.017548
GALAXY,305143095601686528,154.67568,-1.2452758,0.09501731,112.2816,10.17723,47.51569,17.63996,80.60596,22.8312,18.69004,4.384007,-7.059598
GALAXY,305144469991221248,154.64364,-0.83960921,0.3409504,101.1845,3.826015,10.76691,3.551942,14.34163,7.177011,1.153127,-2.949315,-3.273677
GALAXY,305168384369125376,154.54901,-0.14944675,0.06397337,39.18185,1.453406,3.697848,-0.3904414,26.66079,-1.328043,0.2514536,-0.7431749,-0.5511882
GALAXY,305182403142379520,154.3533,-0.60091386,0.3475723,204.0995,4.172121,-1.96448,0.6523641,1.000267,-4.996418,0.8977421,-4.815376,-0.8510682
GALAXY,305199170694703104,153.58321,-0.85845158,0.04957389,74.657,2.128925,-1.348414,-0.714596,5.316854,0.04397449,3.03965,-1.310699,-0.5204808
GALAXY,305209890933073920,153.78173,0.97841207,0.07146911,140.5276,18.99603,80.21166,20.78627,68.38293,43.22531,27.05113,13.45448,-2.389593
GALAXY,305217862392375296,153.90945,0.50032592,0.07067875,124.8332,0.03791847,-2.564553,5.097764,5.063453,0.2676665,2.855681,2.711785,-0.3647355
GALAXY,305226658485397504,154.00826,0.01560872,0.09275647,101.7412,17.80092,32.81247,6.583797,29.99888,9.30267,6.97599,2.962376,-3.05514
GALAXY,305237103845861376,154.15975,0.51796434,0.1223718,59.15397,0.3175315,-0.1800791,-0.4170286,4.398261,0.4007674,2.298299,-1.374512,-0.6732779
GALAXY,305245075305162752,154.43215,0.54067204,0.1487465,1,1.216104,2.435508,4.457419,16.52439,10.74895,0.9208134,0.9508087,-0.4883599
GALAXY,305256070421440512,154.52144,0.19796363,0.1878674,1,1.215022,10.17749,11.02282,16.9683,4.884017,6.102336,-1.669974,-1.590376
GALAXY,305258269444696064,154.76891,0.4234204,0.07064526,177.7867,-0.6799534,1.467428,4.093429,8.04693,-2.226201,-4.727418,3.311569,-0.5139806
GALAXY,305258819200509952,154.9081,0.33214941,0.09555726,500,31.68149,21.53406,41.58791,18.98211,29.9026,-18.20255,-3.189973,-0.2560605
GALAXY,305266515781904384,154.77448,0.61919101,0.149102,500,10.94954,12.45806,4.630985,0.3720725,-13.67414,-1.041314,2.977608,-0.08041253
GALAXY,299520463770511360,146.60806,0.047679187,0.09212417,52.10854,9.526958,46.92726,32.91386,120.0885,24.62576,16.54677,6.191783,-16.85751
GALAXY,299521013526325248,146.72901,0.026971893,0.05665967,500,9.970415,9.067859,11.53379,8.163027,-2.97271,0.7451314,9.588708,-0.4164119
GALAXY,299538605712369664,145.98758,-0.34255457,0.1261984,110.0918,7.650269,64.36655,27.96321,148.5609,25.93062,19.5424,4.047796,-17.16914
GALAXY,299543278636787712,145.86564,0.05618939,0.1277459,125.0409,3.077635,3.297315,10.66247,3.889453,1.005589,-0.6417584,0.7976078,-0.3719547
GALAXY,299588358613526528,145.21869,0.14700021,0.08318624,71.20663,4.369401,28.06854,15.07073,60.68333,10.37043,9.339371,0.1874749,-5.625313
GALAXY,299588908369340416,145.86812,0.82938446,0.08260037,133.8502,10.09232,42.82106,14.63386,58.58734,14.30803,6.245495,7.357879,-3.027071
GALAXY,299606500555384832,145.64564,0.50959376,0.1561039,1,1.087491,7.595903,17.26594,53.05276,5.336819,5.131335,0.3237588,-16.74195
GALAXY,299615296648407040,146.13155,0.84119279,0.1224185,131.2205,30.29993,39.42457,10.00516,52.38928,6.729666,10.74789,0.8167689,-4.427367
GALAXY,299624642497243136,146.20851,0.39060401,0.2425718,153.832,4.5878,10.00621,2.447768,1.944028,-16.5588,8.542283,9.198901,-0.3325234
GALAXY,299649656386775040,146.8769,0.36161608,0.1258487,95.07751,152.4512,407.2336,234.3673,1001.9,172.8734,136.3014,36.32106,-57.76435
GALAXY,299651580532123648,147.00379,0.59493357,0.219245,167.5292,33.26806,189.1929,69.61304,422.261,74.73845,57.90485,18.2646,-61.71903
GALAXY,299663400282122240,147.30829,0.15116349,0.08016862,179.9942,11.77422,26.47837,1.19471,4.550282,9.121495,10.50207,5.218667,2.298021
GALAXY,300624373075699712,149.17529,0.19213513,0.08846774,155.9829,3.636235,7.778517,4.333801,1.840922,-7.523641,1.715911,0.2788878,-0.4254371
GALAXY,300627946488489984,148.41086,-1.2333835,0.1631444,148.3108,7.600046,16.02295,1.179003,8.582848,0.3437877,7.963436,-5.867841,-0.6368205
GALAXY,300637017459419136,149.01061,0.13973901,0.0745739,149.0386,9.757551,54.57882,20.31049,103.8494,21.61914,15.12284,6.583077,-5.180828
GALAXY,300673576221042688,147.80753,-0.88459728,0.09133799,59.87794,3.852155,19.82282,6.326496,30.05852,7.968439,7.248925,-2.577482,-2.611821
GALAXY,300680173290809344,148.03322,-0.56225306,0.1347834,43.08234,1.791911,22.14013,18.97905,61.54836,16.38936,6.382587,2.340091,-16.37318
GALAXY,300725253267548160,147.45621,0.51267418,0.07367587,46.30626,7.434002,14.99443,14.27692,47.84256,12.67605,9.303903,2.935843,-8.867013
GALAXY,300727727168710656,147.70917,1.148224,0.06144949,124.4772,20.5012,40.46572,8.596889,49.49377,18.31121,15.4535,4.401129,-1.242239
GALAXY,300741745941964800,147.9313,0.95214425,0.02719792,32.77453,69.57492,9.762487,22.88308,103.7139,19.4558,12.81155,2.769305,-39.6503
GALAXY,300748068133824512,148.24725,0.50288721,0.03552244,44.97996,1136.897,132.2474,435.304,1489.198,222.0165,159.9301,38.94059,-77.8159
GALAXY,300756039593125888,148.3768,0.44866958,0.07970483,201.1799,17.55868,41.03138,29.1008,117.6197,16.31337,13.7028,1.521973,-1.322946
GALAXY,300763736174520320,148.03558,0.97315437,0.08794834,70.59641,8.877811,40.10704,28.74486,134.8683,24.40553,16.6395,5.426165,-18.98691
GALAXY,300765935197775872,148.55894,0.63831949,0.03467124,66.85225,25.56212,221.4088,103.9492,568.1908,96.87949,76.07652,16.40033,-31.12415
GALAXY,300779129337309184,148.81109,0.28004509,0.08698137,96.57897,3.10337,1.963022,-8.390961,15.77149,-0.3386007,-1.646438,4.067079,-0.5278805
GALAXY,300789299819866112,149.10965,0.33502811,0.1596716,19.83272,0.3435258,1.406567,1.556886,-10.61054,-3.084529,-4.507727,-1.413506,0.05641912
GALAXY,301752197547321344,150.4562,-0.30859545,0.06221536,330.546,16.60343,14.51753,7.855584,11.89967,-0.1164271,0.9161475,-0.9902672,-0.7119996
GALAXY,301761268518250496,150.359,0.082449834,0.03266715,41.60816,19.06136,45.89472,31.06005,154.1149,39.52084,27.00243,3.641478,-17.06012
GALAXY,301767040954296320,149.67994,-0.74887374,0.1485542,145.5338,4.405775,1.139275,-8.816521,7.811883,3.960141,-6.924673,12.23983,-0.5203249
GALAXY,301808272640337920,148.96204,-1.0647973,0.1085674,500,18.24229,-7.542956,-0.1002193,23.01495,0.7898158,-13.79286,-5.776218,-0.8900144
GALAXY,301839058965915648,148.38603,0.60220774,0.09344584,86.9993,-2.434911,8.797606,6.575743,-0.1701643,-1.107493,4.596549,1.912174,-0.2928315
GALAXY,301841257989171200,149.06551,1.2120422,0.06207497,101.4133,8.217848,16.43515,5.560628,27.21168,14.01045,13.34426,4.231298,-1.72099
GALAXY,301869020657772544,149.49877,0.74899732,0.09232026,95.90382,21.07836,212.065,97.46433,573.5994,91.91819,76.05766,13.43333,-50.83811
GALAXY,301882214797305856,149.98038,0.4679232,0.0621501,61.27047,8.514559,37.13189,29.80331,108.5685,26.8563,17.78634,5.310276,-15.35792
GALAXY,301895408936839168,149.77315,1.204926,0.0463249,51.71048,97.78818,66.67967,83.39092,283.443,61.17685,42.53053,11.8193,-31.01906
GALAXY,301903655274047488,150.29836,0.22565207,0.03264382,123.6164,63.28648,143.1891,33.27227,109.4251,68.58876,60.64553,30.57921,-1.302943
GALAXY,302879476490987520,151.44612,-1.2456921,0.08437029,55.49668,17.14392,0,42.67182,0,22.08963,19.02026,2.339019,-0.04254092
GALAXY,302885523804940288,151.80956,0.055850091,0.02166339,42.19511,112.3815,21.76003,66.94772,199.3246,47.79335,36.28614,9.109035,-34.02237
GALAXY,302887997706102784,151.88669,-0.55848302,0.0881547,89.24477,16.526,59.74045,19.79902,65.61266,31.26493,14.35633,12.89245,-2.311775
GALAXY,302920433299122176,150.98257,-0.40215953,0.09262534,86.31111,12.41864,62.87799,30.97726,180.4431,31.81824,22.95834,4.259976,-14.10424
GALAXY,302935826461911040,150.43548,-1.2023465,0.1389768,1,3.078261,0,15.71054,0,0,0,2.174181,-1.383678
GALAXY,302938025485166592,150.50483,-1.1227164,0.09376025,73.95518,0.974815,12.68704,10.36812,35.08797,7.256845,9.278638,4.141798,-3.793098
GALAXY,302964413764233216,150.63229,0.26111798,0.04374476,48.47683,12.42565,26.42874,25.00294,91.79169,23.25461,17.19466,1.730379,-15.4313
GALAXY,302972934979348480,150.8774,0.61228833,0.04479999,70.58181,30.69941,92.57694,71.0302,256.7787,56.13649,36.69953,7.528801,-17.63017
GALAXY,302975958636324864,150.79311,0.12707097,0.04626758,44.6788,4.927252,11.39594,4.612407,24.5484,7.315075,4.186779,-1.318978,-5.205155
GALAXY,302980631560742912,150.80704,0.91668971,0.09663438,165.4339,8.970662,8.940399,16.03605,43.30441,12.64035,-0.319729,3.088935,-0.9005623
GALAXY,303038905677015040,151.95397,0.57432053,0.09850309,1,5.184505,-0.7887068,-0.3664021,22.20782,-0.9376113,-1.720082,1.572454,-0.4189278
GALAXY,303040829822363648,152.08326,0.21237952,0.09359865,167.0141,12.28592,2.808682,17.7046,27.91638,-2.489106,4.303601,-13.04577,-0.7481002
GALAXY,303996305410123776,153.52527,-0.83249949,0.04043934,1,-0.1967046,2.325864,0.02764796,4.058502,-1.483011,1.22991,-1.321034,-0.2597634
GALAXY,304018570520586240,153.34029,-0.78142128,0.04874733,52.90091,68.80053,21.18895,52.51843,175.5219,43.52963,28.56068,12.72544,-38.94378
GALAXY,304022693689190400,153.41945,-0.26714761,0.07066093,95.37469,11.3324,28.78639,11.33992,33.18406,15.53875,11.56882,4.490575,-1.950324
GALAXY,304036437584537600,153.30717,-0.08908526,0.07031794,57.13386,5.449371,31.28024,19.07011,78.2828,16.1622,12.15065,4.822317,-7.392614
GALAXY,304069148055463936,152.29263,-0.2497486,0.07041342,112.4866,13.38315,35.24429,6.615875,20.17805,9.976742,6.252815,0.5516294,-0.8035446
GALAXY,304087564875229184,151.9842,0.62337149,0.09900597,92.54362,13.27353,29.19755,10.46933,39.16468,12.33525,6.499709,3.11385,-4.380266
GALAXY,304104882183366656,152.19737,1.1469248,0.1002303,135.7342,7.061738,20.05164,3.57789,16.40867,9.190455,1.953823,1.021411,-1.23361
GALAXY,304125498026387456,152.77069,0.26639404,0.08804104,163.6048,15.50947,21.47157,8.717628,21.77693,5.453927,2.716143,-4.121119,-1.389508
GALAXY,304126597538015232,152.73596,0.25630667,0.1861651,1,9.081528,-1.048713,0.1290411,3.694568,0.667697,3.239525,-3.198944,-0.04475797
GALAXY,305279709921437696,155.27656,0.47796418,0.307928,1,-0.8607919,-1.417703,3.601414,20.27302,-11.29529,1.825502,-2.646593,-0.9911022
GALAXY,305289330648180736,155.38135,0.83572574,0.0585773,117.2183,14.69622,148.3127,92.23548,371.3955,59.61773,44.51678,10.52184,-18.31289
GALAXY,305289605526087680,155.71163,-0.016959834,0.06253219,82.26339,39.01328,163.401,106.068,487.2809,90.44999,59.52921,9.833454,-37.19128
GALAXY,306254427952539648,157.31729,-0.63036339,0.2218692,111.3834,23.61716,125.7121,51.96564,258.1491,49.25895,29.59044,2.538922,-32.57906
GALAXY,306282740376954880,156.08771,-0.77714514,0.04184173,72.04918,15.59356,71.82571,37.05869,169.0277,40.27086,28.04061,6.327501,-14.21638
GALAXY,306291261592070144,156.11493,-0.3666528,0.1130156,12.19028,4.230466,7.994826,-3.191069,27.29942,-1.703861,1.057648,2.121775,-1.196044
GALAXY,306295384760674304,155.89809,-0.22152804,0.09532929,116.4222,9.86876,7.055152,9.922772,16.71887,13.00626,4.262031,3.991972,-0.2300535
GALAXY,306295934516488192,155.84338,-0.51001266,0.1133601,96.42239,14.27473,51.7015,28.92742,138.7775,23.02237,14.64241,3.653953,-15.67039
GALAXY,306327545475786752,154.95499,-0.31510891,0.03344677,44.90292,11.17723,8.332357,11.81989,33.42719,11.98587,7.529465,1.719107,-8.359182
GALAXY,306348985952528384,155.65068,1.0513999,0.1286689,405.8326,6.765038,-10.83239,3.550048,21.72264,-7.323709,12.71807,1.106719,-0.6047555
GALAXY,306354483510667264,155.3588,0.10666364,0.1397697,114.4703,13.56614,10.05941,5.422911,12.09717,6.459699,3.416685,-0.07751682,-0.772324
GALAXY,306374549597874176,155.84117,0.17408372,0.09381181,83.64249,5.154119,8.216012,3.414725,9.596898,1.517811,3.023981,0.8549849,-0.9528395
GALAXY,306406435435079680,156.80692,0.57389954,0.1063788,53.09679,6.404032,17.49591,9.256869,46.30635,6.580733,5.469467,3.271119,-5.275534
GALAXY,307377304470841344,159.03906,-0.20383547,0.05854148,28.21171,6.330185,2.134355,-4.32522,7.230927,2.887531,0.3921341,-1.310506,-0.1172517
GALAXY,307390498610374656,159.02905,-0.38294346,0.01683272,34.92655,80.52605,23.09389,52.61924,161.3963,32.90937,24.72898,8.431969,-13.29129
GALAXY,307396820802234368,158.14997,-0.76007458,0.07359935,344.1563,14.64287,38.25317,8.216129,23.91619,19.14096,-0.652618,-3.160617,-0.9207044
GALAXY,307421010058045440,158.07,-0.26194841,0.1500492,158.1671,18.01866,27.17554,-2.553867,27.0297,11.38867,4.341589,6.715172,-1.811182
GALAXY,307429256395253760,157.61597,-0.96929878,0.0291895,39.75829,1060.563,78.74149,332.9968,1001.429,120.7478,86.35233,24.17169,-74.82433
GALAXY,307442450534787072,157.35404,-0.11667047,0.1183102,116.4393,42.06514,124.9815,46.86753,288.4201,60.35392,44.31344,13.39814,-24.15788
GALAXY,307446573703391232,157.22543,-0.037396316,0.09401862,130.9455,10.39991,94.1809,25.15069,168.1019,38.73862,30.13963,9.017406,-8.902895
GALAXY,307467189546412032,156.68762,0.08452941,0.09603637,104.6301,81.65163,94.5022,18.77085,72.19176,23.73091,17.57169,5.706394,-4.493727
GALAXY,307473786616178688,157.39503,1.2126819,0.1460147,138.6764,5.598087,76.09436,33.74874,199.2487,32.36286,20.67703,2.377723,-18.01591
GALAXY,307481483197573120,157.63215,0.80124741,0.1074013,152.8301,11.94747,3.917562,3.669379,7.205864,-4.297444,-1.425727,1.5799,-0.606578
GALAXY,307488080267339776,157.50687,0.55139247,0.117711,144.8222,17.28678,127.2041,50.10435,304.3662,55.51491,38.3263,8.378822,-21.4766
GALAXY,307495776848734208,157.75545,1.0153529,0.08922465,124.02,5.476726,15.99172,12.29375,24.24097,6.374743,8.018953,1.309158,-1.821262
GALAXY,307524639028963328,158.53605,0.001040409,0.06492368,91.56258,15.18841,65.37355,27.00187,118.527,22.50179,16.01709,8.986141,-8.599569
GALAXY,307530136587102208,158.47442,1.1175462,0.1302869,106.832,17.76097,77.22557,40.46349,192.2312,33.7913,17.81033,5.964447,-20.88468
GALAXY,307532885366171648,158.71826,0.62101759,0.1523689,90.38446,7.318838,43.50043,22.55687,103.0943,16.32679,9.361207,3.481662,-13.9509
GALAXY,307537833168496640,158.87493,1.0093605,0.117144,155.6104,15.04211,43.40728,18.57162,75.14519,8.10891,11.45728,8.841211,-5.287933
GALAXY,308498805592975360,160.73255,-0.92813609,0.02637024,42.11889,48.0297,12.97906,34.38422,126.1538,23.04082,20.58461,5.839521,-23.03496
GALAXY,308499905104603136,160.657,-0.68594329,0.05000296,49.30685,10.20528,86.52054,64.31324,245.6422,41.02032,28.28694,6.435966,-17.86894
GALAXY,308503478517393408,161.22563,-0.1480343,0.1011228,1,2.297588,1.280693,3.209787,6.677022,-0.0248691,0.3493176,0.3600401,-0.3807541
GALAXY,308542511180179456,160.36629,-0.31303629,0.1351049,120.2269,6.814729,50.44319,21.28002,115.0942,19.46526,9.66909,2.625123,-11.82447
GALAXY,308556529953433600,159.78892,-0.78772962,0.09515215,216.4026,36.3965,80.22276,30.64636,70.91519,39.73082,27.44036,11.29076,-1.570884
GALAXY,308562577267386368,159.82604,-0.22910748,0.01888033,46.09676,9.104657,44.52591,30.66518,131.534,37.03477,24.18907,6.210988,-10.65116
GALAXY,308590339935987712,159.19462,0.90899187,0.1200564,74.20274,5.98032,51.59936,30.37306,152.3953,14.27146,11.30755,4.552838,-12.91511
GALAXY,308672528430163968,160.96159,0.22447839,0.08126306,124.6366,4.752144,43.18253,18.62135,79.41808,15.17144,15.64691,5.832906,-3.646583
GALAXY,309634601054136320,162.08876,-0.78123322,0.08511654,57.57107,10.29679,35.78368,23.5768,109.2898,26.14284,15.81376,4.813412,-15.62567
GALAXY,309636800077391872,162.12175,-1.1816715,0.05616886,56.42064,45.9105,95.62127,90.85821,312.5738,67.01852,48.12072,8.945055,-38.68093
GALAXY,309654392263436288,162.31531,-0.05240392,0.07557589,156.7495,12.73625,7.860102,6.484545,18.6153,7.595989,1.100755,4.335163,-1.319733
GALAXY,309668960792504320,161.7671,-0.091977041,0.03937567,108.3425,25.24326,5.379721,16.45506,34.76531,3.129254,4.811736,-3.219069,-1.081273
GALAXY,309696723461105664,161.17368,-0.50355628,0.1161265,145.8264,21.15198,101.2813,27.68339,152.6416,31.73239,28.62939,9.729331,-7.753076
GALAXY,309710467356452864,160.57676,-0.38026442,0.01813376,43.92982,24.35803,188.7482,127.1688,502.0267,79.78172,54.01815,10.1896,-37.8997
GALAXY,309712666379708416,160.7493,1.0625358,0.07344276,52.96326,3.208681,22.88894,14.37861,61.61626,8.993969,8.188655,1.000869,-9.130329
GALAXY,309747026118076416,161.33678,1.1195929,0.2361633,1,1.937485,0.7475716,-3.201494,-0.7527039,-0.1638519,-0.6753854,1.158443,0.06262299
GALAXY,309757471478540288,161.60882,0.2305656,0.07709999,50.51819,3.121789,4.769454,3.24593,8.516233,3.095439,3.063974,-1.302879,-1.425259
GALAXY,309758296112261120,161.4765,0.60237952,0.07167974,146.1234,22.21828,72.75491,16.31534,58.07101,28.16561,13.07654,9.467385,-1.45454
GALAXY,309761319769237504,161.66774,0.388463,0.07280634,49.9946,4.828404,19.43029,15.11968,59.76035,12.41532,9.753736,2.069119,-11.73539
GALAXY,309784134635513856,162.48469,0.53583438,0.03837442,1,-1.256782,-0.4592541,1.870173,1.099965,2.012709,-2.081517,0.1805909,-0.1291289
GALAXY,309787433170397184,162.49847,0.39769829,0.03875441,68.61178,3.704663,20.25599,15.60642,55.82699,10.41488,3.312459,3.056082,-7.161891
GALAXY,310758576798853120,164.68468,-0.06014992,0.08291749,1,-2.053771,1.369439,4.684117,7.050963,-1.626845,-1.567722,0.07391082,-0.6801741
GALAXY,310762699967457280,163.90912,-1.2440898,0.1081933,82.90806,30.22028,58.64278,40.44728,192.9499,37.18962,27.33797,7.881514,-34.87019
GALAXY,310767647769782272,163.87196,-0.36238766,0.07209006,269.7642,8.417439,5.914032,5.56441,19.26098,0.1375286,0.205495,0.2980564,-0.6024165
GALAXY,310774244839548928,163.75774,-1.1420388,0.05225713,62.78983,16.07348,30.52218,26.01342,85.53741,20.27133,16.375,2.131082,-13.4786
GALAXY,310808329700009984,163.14892,-0.71578543,0.1138875,91.37565,0.8781789,19.7306,5.854192,23.89548,5.464737,4.161351,2.845029,-2.510735
GALAXY,310821523839543296,162.51736,-0.2224326,0.07596317,129.1129,8.814988,6.761384,1.254382,9.140059,3.994217,-15.32788,3.415563,-0.6245408
GALAXY,310831694322100224,162.31974,-0.056661675,0.07633966,97.74406,6.211991,57.10472,21.45321,110.9943,21.02111,10.16477,4.278196,-11.35541
GALAXY,311935054223796224,165.15789,-0.76810619,0.1345744,65.67267,4.535362,14.99688,6.413911,22.27518,8.008922,9.720578,2.0277,-2.311344
GALAXY,311941651293562880,164.63958,-0.95358921,0.03834352,44.784,54.51973,50.08742,62.4889,234.9077,53.07341,37.15224,8.450576,-39.87329
GALAXY,311943025683097600,164.66159,-1.1170422,0.0960687,58.1088,5.670944,40.36145,31.08217,116.4254,18.34179,12.17164,1.474484,-13.89319
GALAXY,311970238595885056,164.61064,0.57505927,0.08501542,47.8788,24.75953,45.80303,24.54536,99.72806,14.20725,14.13776,3.162847,-15.93042
GALAXY,312007072235415552,165.72565,0.11840205,0.1849528,121.8835,1.898282,-3.029223,0.3142595,1.585345,-1.052907,-2.518041,4.614245,-0.2086405
GALAXY,312014768816809984,165.94417,-0.019190327,0.3317926,1,-0.4618748,-3.944813,-1.754033,1.367978,-2.685366,-3.150575,0.03124254,-0.2361264
GALAXY,312023290031925248,166.13807,0.62814808,0.09618603,91.44234,0.08112607,-1.192492,5.134612,9.056445,0.002454794,0.5077422,-1.830395,-0.7820619
GALAXY,312030161979598848,166.1626,1.10843,0.121912,125.0594,11.59566,97.84835,57.01352,247.3197,28.66039,24.18826,7.296639,-15.94653
GALAXY,313009002072008704,168.40224,-0.48051266,0.1000678,128.151,6.696853,37.55037,2.92065,27.63759,9.72037,13.44494,1.806205,-2.298123
GALAXY,313058205217351680,166.7636,-0.95567703,0.2836311,172.4124,2.23753,7.383736,-3.394546,-7.40265,-2.631366,12.77257,-4.425345,0.7209204
GALAXY,313070299845257216,166.66003,-0.75627503,0.1120666,38.77826,4.738477,7.170802,7.478385,21.73178,5.503018,1.57817,2.529665,-2.469338
GALAXY,313089541298743296,166.16272,1.222456,0.14273,268.9457,10.36944,22.29519,6.143523,30.70753,11.00121,0.9371948,3.294916,-2.174794
GALAXY,313099986659207168,166.64474,1.0273508,0.1258863,138.3653,2.502418,29.14375,2.745804,36.79731,8.183316,6.771333,3.252194,-2.227036
GALAXY,313116754211530752,167.0835,0.25366081,0.2025281,185.933,4.808772,19.15126,11.33077,66.06283,11.84235,11.74252,-0.4112439,-7.015011
GALAXY,313120052746414080,167.01959,0.24991509,0.1997119,14.12948,1.367499,-0.9248351,5.97605,12.89524,0.06125493,-2.569023,-1.751636,-1.597504
GALAXY,314130780219533312,169.71686,-0.72137179,0.2174779,7.797351,-0.3908742,2.733302,4.198126,0.9385402,0.8593221,3.175824,0.6675017,-0.7170933
GALAXY,314156893620692992,169.65084,-0.09170384,0.1030785,213.8043,2.366443,-1.285346,-0.6160144,10.82691,-6.756975,-0.3901595,-1.034575,-0.3786212
GALAXY,314175310440458240,169.05337,-0.13541314,0.1008497,137.8186,14.09404,9.159166,0.2591769,3.84435,2.719999,2.005535,-3.222599,-0.5721439
GALAXY,314182457266038784,168.64499,-0.8301207,0.07658804,72.85796,12.02841,56.74465,35.32701,143.1065,25.04316,14.96484,4.083751,-14.73826
GALAXY,314204172620687360,168.30746,-1.0087819,0.1225397,116.1069,24.31363,139.2486,79.28302,407.0838,60.67782,44.57611,15.49128,-30.58424
GALAXY,314208570667198464,167.62213,-0.71682678,0.06363963,393.9109,40.47959,32.755,11.66713,14.59737,-12.88031,1.894865,12.357,-0.325015
GALAXY,314221215050917888,168.29622,0.28477469,0.1241883,64.8288,15.20842,76.25505,40.43936,164.8077,22.14596,18.80699,7.402539,-19.59366
GALAXY,314256949178820608,168.93986,0.26124358,0.07598818,56.86349,3.752396,22.60509,16.50664,63.08801,11.98033,-53.39229,1.151155,-9.374365
GALAXY,314302029155559424,170.13119,0.29490398,0.1440361,89.45528,20.8607,94.14493,70.12771,272.1192,41.50448,33.08075,8.317489,-33.99966
GALAXY,315254199984089088,171.56056,-0.66281429,0.1320189,79.85689,3.517335,42.14571,32.61982,112.3277,9.138359,13.79766,5.507852,-19.3136
GALAXY,315289934111991808,170.40811,-0.86458589,0.1046837,58.92167,4.454111,14.17477,11.42295,40.71109,9.044921,4.097759,1.139089,-20.24446
GALAXY,315295156792223744,170.97202,0.16508696,0.09104834,112.6749,12.73957,26.21551,10.05742,45.33417,14.21167,11.32733,6.065493,-3.121232
GALAXY,315311924344547328,170.14656,-0.88218849,0.07410009,87.68785,61.49048,304.279,196.8362,888.3607,130.0858,93.77386,22.59754,-35.71108
GALAXY,315315497757337600,170.22995,0.16011431,0.1027486,60.94668,7.403236,25.09501,22.88694,76.1116,15.16284,10.39383,4.439054,-19.50768
GALAXY,315318246536407040,170.00024,-1.1199745,0.02445609,42.98625,1087.138,325.3221,633.3121,2135.164,321.2557,229.2772,52.90836,-93.64126
GALAXY,315319071170127872,169.98106,-0.87999127,0.02454603,378.3784,81.22671,89.25848,86.39993,162.7271,72.35111,7.258672,10.01687,-1.224477
GALAXY,315335563844544512,169.32915,0.059804908,0.04487642,17.5443,6.314192,5.616006,11.68195,29.46239,7.693292,6.039859,1.524718,-10.69371
GALAXY,315351781641054208,170.0664,1.0780172,0.1538416,90.33443,4.74767,18.8988,9.931528,17.70313,11.09955,5.472502,2.052099,-2.038865
GALAXY,315359753100355584,170.02263,0.27609549,0.07264832,242.3452,11.15365,25.27888,27.36836,42.30137,-15.21136,-2.925874,1.454886,-0.5415589
GALAXY,315364151146866688,170.62777,1.1220989,0.07496322,1,-0.1611766,-0.0007184818,1.330063,7.844396,-2.130336,-0.9157345,2.262668,-0.3078198
GALAXY,315365250658494464,170.51594,0.94807265,0.07265908,130.4784,16.83697,29.61815,-1.076314,31.34497,3.220845,9.481165,4.376542,-0.8106232
GALAXY,315372947239888896,170.40122,0.54706106,0.2291957,99.0741,645.6353,140.1797,267.6933,963.4007,122.4561,95.82915,29.55882,-181.3952
GALAXY,315405932588722176,171.02256,0.28256354,0.1316646,102.4992,4.72369,36.00805,19.40662,103.2909,11.81981,12.70151,3.004633,-13.82914
GALAXY,315412254780581888,171.51839,0.74836356,0.1803769,156.0666,84.36128,42.60646,42.49977,63.80471,25.73944,16.77807,11.22829,-4.032615
GALAXY,315427373065463808,171.75272,0.84361225,0.1527322,97.52885,9.698373,75.54746,35.84676,160.2987,28.35606,20.26721,5.803425,-25.56377
GALAXY,316410611372156928,172.21695,0.05308282,0.1311059,141.8671,3.037212,1.578844,2.160015,3.132468,-1.600343,14.64969,-1.963596,-0.1377368
GALAXY,316425454779131904,171.95572,0.026188243,0.06152888,73.77529,13.5839,26.69113,10.01506,30.63816,8.748899,12.12095,2.521812,-1.54379
GALAXY,316435625261688832,171.82853,-1.059864,0.04123054,35.78572,3.468015,6.082793,7.871336,23.70802,7.433483,4.765491,2.339822,-10.69246
GALAXY,316446345500059648,171.55337,-0.85853666,0.2553241,161.3566,12.06425,61.31169,19.90329,71.61285,29.48712,13.43182,14.16192,-7.948125
GALAXY,316470809633777664,170.83449,0.92538106,0.07328179,1,4.588947,5.77588,3.779206,13.4943,2.044068,-0.01065408,-0.5058368,-1.47613
